Age	Attrition	Department	EducationField	EmployeID	Gender	JobRole	MaritalStatus	MonthlyIncome
33	No	Research & Development	Medical	1698	Male	Laboratory Technician	Married	2028
37	No	Sales	Medical	1700	Male	Sales Executive	Divorced	9525
34	No	Research & Development	Life Sciences	1701	Female	Research Scientist	Married	2929
23	Yes	Sales	Life Sciences	1702	Male	Sales Representative	Divorced	2275
44	No	Research & Development	Life Sciences	1703	Female	Healthcare Representative	Married	7879
35	No	Research & Development	Medical	1704	Male	Research Scientist	Single	4930
43	No	Sales	Medical	1706	Male	Sales Executive	Married	7847
24	No	Research & Development	Medical	1707	Male	Research Scientist	Married	4401
41	No	Sales	Marketing	1708	Male	Sales Executive	Single	9241
29	No	Research & Development	Medical	1709	Female	Laboratory Technician	Married	2974
36	No	Sales	Life Sciences	1710	Female	Sales Representative	Single	4502
45	No	Research & Development	Life Sciences	1712	Male	Healthcare Representative	Married	10748
24	Yes	Human Resources	Human Resources	1714	Male	Human Resources	Married	1555
47	Yes	Sales	Life Sciences	1716	Male	Sales Executive	Married	12936
26	No	Research & Development	Medical	1718	Male	Laboratory Technician	Married	2305
45	No	Research & Development	Technical Degree	1719	Female	Research Director	Single	16704
32	No	Research & Development	Life Sciences	1720	Male	Research Scientist	Married	3433
31	No	Research & Development	Life Sciences	1721	Male	Laboratory Technician	Married	3477
41	No	Human Resources	Human Resources	1722	Male	Human Resources	Married	6430
40	No	Research & Development	Life Sciences	1724	Female	Manufacturing Director	Married	6516
24	No	Research & Development	Medical	1725	Male	Laboratory Technician	Divorced	3907
46	No	Research & Development	Life Sciences	1727	Male	Healthcare Representative	Single	5562
35	No	Research & Development	Life Sciences	1728	Male	Manufacturing Director	Married	6883
30	No	Research & Development	Life Sciences	1729	Male	Research Scientist	Married	2862
47	No	Sales		1731	Male	Sales Executive	Married	4978
46	No	Sales	Life Sciences	1732	Male	Sales Executive	Divorced	10368
36	Yes	Sales	Marketing	1733	Male	Sales Executive	Divorced	6134
32	Yes	Sales	Life Sciences	1734	Male	Sales Executive	Single	6735
23	No	Research & Development	Medical	1735	Female	Laboratory Technician	Single	3295
31	No	Research & Development	Technical Degree	1736	Female	Manufacturing Director	Single	5238
39	No	Research & Development	Life Sciences	1737	Male	Laboratory Technician	Married	6472
32	No	Sales	Life Sciences	1739	Male	Sales Executive	Married	9610
40	No	Sales	Medical	1740	Male	Manager	Single	19833
45	No	Human Resources	Life Sciences	1744	Female	Human Resources	Married	9756
30	No	Research & Development	Technical Degree	1745	Female	Research Scientist	Single	4968
24	No	Human Resources	Medical	1746	Male	Human Resources	Married	2145
30	Yes	Human Resources	Human Resources	1747	Female	Human Resources	Divorced	2180
31	No	Sales	Technical Degree	1749	Male	Sales Executive	Married	8346
27	No	Research & Development	Medical	1751	Female	Research Scientist	Single	3445
29	Yes	Sales	Marketing	1752	Female	Sales Representative	Single	2760
29	No	Research & Development	Life Sciences	1753	Male	Healthcare Representative	Single	6294
30	No	Sales	Marketing	1754	Male	Sales Executive	Divorced	7140
34	No	Research & Development	Medical	1755	Male	Research Scientist	Married	2932
33	No	Sales	Marketing	1756	Female	Sales Executive	Single	5147
49	No	Sales	Marketing	1757	Female	Sales Executive	Single	4507
33	Yes	Sales	Life Sciences	1758	Female	Sales Executive	Single	8564
38	No	Research & Development	Medical	1760	Female	Laboratory Technician	Married	2468
31	Yes	Sales	Marketing	1761	Male	Sales Executive	Married	8161
29	No	Research & Development	Technical Degree	1762	Female	Research Scientist	Divorced	2109
30	No	Research & Development	Life Sciences	1763	Male	Healthcare Representative	Married	5294
32	No	Research & Development	Technical Degree	1764	Male	Research Scientist	Single	2718
38	No	Research & Development	Medical	1766	Male	Healthcare Representative	Married	5811
43	Yes	Research & Development	Technical Degree	1767	Male	Research Scientist	Married	2437
42	No	Research & Development	Medical	1768	Male	Laboratory Technician	Divorced	2766
55	No	Research & Development	Medical	1770	Male	Research Director	Married	19038
33	No	Research & Development	Technical Degree	1771	Male	Research Scientist	Divorced	3055
41	No	Research & Development	Life Sciences	1772	Male	Laboratory Technician	Divorced	2289
34	No	Sales	Life Sciences	1774	Male	Sales Executive	Divorced	4001
53	No	Research & Development	Medical	1770	NULL	Manufacturing Director	Married	12965
43	No	Human Resources	Life Sciences	1778	Male	Human Resources	Single	3539
34	No	Sales	Life Sciences	1779	Female	Sales Executive	Single	6029
21	Yes	Sales	Marketing	1780	Male	Sales Representative	Single	2679
38	No	Research & Development	Other	1782	Female	Laboratory Technician	Married	3702
22	Yes	Research & Development	Medical	1783	Female	Laboratory Technician	Married	2398
31	No	Sales	Marketing	1784	Female	Sales Executive	Married	5468
51	No	Research & Development	Technical Degree	1786	Female	Manager	Married	13116
37	No	Sales	Marketing	1787	Male	Sales Executive	Married	4189
46	No	Research & Development	Medical	1789	Male	Research Director	Divorced	19328
36	No	Research & Development	Life Sciences	1790	Male	Healthcare Representative	Married	8321
44	Yes	Research & Development	Medical	1792	Male	Research Scientist	Divorced	2342
37	No	Human Resources	Other	1794	Male	Human Resources	Divorced	4071
35	Yes	Sales	Life Sciences	1797	Male	Sales Executive	Single	5813
33	No	Research & Development	Life Sciences	1798	Male	Research Scientist	Married	3143
28	No	Research & Development	Life Sciences	1799	Male	Research Scientist	Married	2044
39	No	Research & Development	Medical	1800	Male	Research Director	Single	13464
46	No	Sales	Life Sciences	1801	Male	Sales Executive	Single	7991
40	No	Research & Development	Life Sciences	1802	Female	Laboratory Technician	Married	3377
42	No	Research & Development	Medical	1803	Male	Healthcare Representative	Married	5538
35	No	Research & Development	Medical	1804	Male	Manufacturing Director	Divorced	5762
38	No	Human Resources	Human Resources	1805	Male	Human Resources	Divorced	2592
34	Yes	Research & Development	Life Sciences	1807	Male	Laboratory Technician	Married	5346
37	Yes	Research & Development	Medical	1809	Male	Manufacturing Director	Single	4213
39	No	Sales	Life Sciences	1812	Male	Sales Executive	Divorced	4127
43	No	Research & Development	Life Sciences	1813	Male	Research Scientist	Single	2438
41	No	Research & Development	Life Sciences	1814	Male	Healthcare Representative	Single	6870
41	No	Sales	Marketing	1815	Female	Sales Executive	Divorced	10447
30	No	Research & Development	Medical	1816	Female	Manufacturing Director	Single	9667
26	Yes	Human Resources	Medical	1818	Female	Human Resources	Married	2148
46	Yes	Research & Development	Medical	1821	Female	Healthcare Representative	Married	8926
40	No	Research & Development	Life Sciences	1822	Female	Healthcare Representative	Divorced	6513
34	No	Sales	Technical Degree	1823	Male	Sales Executive	Married	6799
58	No	Sales	Medical	1824	Male	Manager	Divorced	16291
35	No	Research & Development	Medical	1826	Male	Laboratory Technician	Married	2705
47	No	Research & Development	Life Sciences	1827	Female	Manufacturing Director	Divorced	10333
40	No	Research & Development	Life Sciences	1829	Female	Healthcare Representative	Divorced	4448
54	No	Research & Development	Medical	1830	Female	Research Scientist	Married	6854
31	No	Sales	Marketing	1833	Female	Sales Executive	Married	9637
28	No	Research & Development	Medical	1834	Female	Research Scientist	Married	3591
38	No	Sales	Marketing	1835	Female	Sales Representative	Married	5405
26	No	Sales	Medical	1836	Male	Sales Executive	Single	4684
58	No	Research & Development	Life Sciences	1837	Male	Research Director	Married	15787
18	No	Research & Development	Medical	1839	Female	Research Scientist	Single	1514
31	Yes	Human Resources	Human Resources	1842	Male	Human Resources	Married	2956
29	Yes	Human Resources	Human Resources	1844	Male	Human Resources	Divorced	2335
45	No	Sales	Life Sciences	1845	Female	Sales Executive	Married	5154
36	No	Research & Development	Other	1847	Female	Research Scientist	Married	6962
43	No	Sales	Life Sciences	1849	Male	Sales Executive	Married	5675
27	No	Research & Development	Life Sciences	1850	Female	Laboratory Technician	Single	2379
29	No	Research & Development	Medical	1852	Male	Laboratory Technician	Married	3812
32	No	Sales	Marketing	1853	Male	Sales Executive	Single	4648
42	No	Research & Development	Technical Degree	1854	Male	Research Scientist	Married	2936
47	No	Research & Development	Life Sciences	1856	Female	Laboratory Technician	Single	2105
46	No	Research & Development	Life Sciences	1857	Male	Manufacturing Director	Divorced	8578
28	No	Human Resources	Life Sciences	1858	Male	Human Resources	Divorced	2706
29	No	Research & Development	NULL	1859	Male	NULL	Divorced	6384
42	No	Research & Development	Life Sciences	1860	Male	Laboratory Technician	Single	3968
32	Yes	Sales	Marketing	1862	Male	Sales Executive	Single	9907
46	No	Sales	Technical Degree	1863	Female	Sales Executive	Divorced	13225
27	No	Sales	Medical	1864	Female	Sales Representative	Married	3540
29	No	Human Resources	Medical	1865	Male	Human Resources	Married	2804
43	No	Research & Development	Medical	1866	Female	Manager	Married	19392
48	No	Research & Development	Life Sciences	1867	Male	Research Director	Married	19665
29	Yes	Research & Development	Life Sciences	1868	Male	Research Scientist	Single	2439
46	Yes	Sales	Life Sciences	1869	Female	Sales Executive	Married	7314
27	No	Research & Development	Life Sciences	1870	Female	Research Scientist	Married	4774
39	No	Research & Development	Other	1871	Male	Research Scientist	Divorced	3902
55	No	Research & Development	Technical Degree	1873	Male	Research Scientist	Married	2662
28	No	Sales	Medical	1875	Female	Sales Representative	Married	2856
30	Yes	NULL	Medical	1876	Male	Sales Representative	Single	1081
22	Yes	Research & Development	Life Sciences	1878	Male	Research Scientist	Single	2472
36	No	Sales	Technical Degree	1880	Female	Sales Executive	Married	5673
31	No	Research & Development	Life Sciences	1881	Male	Laboratory Technician	Divorced	4197
34	No	Sales	Life Sciences	1882	Male	Sales Executive	Married	9713
29	No	Research & Development	Life Sciences	1883	Male	Laboratory Technician	Single	2062
37	No	Research & Development	Medical	1885	Male	Research Scientist	Married	4284
35	No	Research & Development	Other	1886	Female	Manufacturing Director	Married	4788
45	No	Research & Development	Life Sciences	1888	Female	Manufacturing Director	Married	5906
36	No	Human Resources	Human Resources	1890	Male	Human Resources	Single	3886
40	No	Research & Development	Life Sciences	1892	Male	Manager	Divorced	16823
26	No	Research & Development	Life Sciences	1893	Female	Research Scientist	Married	2933
27	No	Sales	Medical	1898	Female	Sales Executive	Single	6500
48	No	Research & Development	Medical	1900	Female	Manager	Divorced	17174
44	No	Research & Development	Life Sciences	1903	Male	Healthcare Representative	Married	5033
34	Yes	Research & Development	Technical Degree	1905	Male	Research Scientist	Married	2307
56	Yes	Research & Development	Life Sciences	1907	Male	Laboratory Technician	Single	2587
36	No	Sales	Marketing	1908	Male	Sales Executive	Married	5507
41	No	Sales	Marketing	1909	Female	Sales Executive	Married	4393
42	No	Research & Development	Medical	1911	Male	Research Director	Married	13348
31	No	Sales	Medical	1912	Female	Sales Executive	Divorced	6583
34	No	Sales	Medical	1915	Female	Sales Executive	Married	8103
31	No	Research & Development	Medical	1916	Female	Laboratory Technician	Divorced	3978
26	No	Research & Development	Other	1918	Male	Laboratory Technician	Married	2544
45	No	Research & Development	Medical	1922	Male	Healthcare Representative	Single	5399
33	No	Sales	Marketing	1924	Male	Sales Executive	Single	5487
28	No	Sales	Life Sciences	1927	Male	Sales Executive	Married	6834
29	Yes		Technical Degree	1928	Male	Sales Representative	Single	1091
39	No	Sales	Life Sciences	1929	Female	Sales Executive	Married	5736
27	No	Research & Development	Technical Degree	1931	Male	Research Scientist	Married	2226
34	No	Research & Development	Other	1932	Male	Research Scientist	Married	5747
28	Yes	Sales	Marketing	1933	Female	Sales Executive	Single	9854
47	No	Research & Development	Technical Degree	1934	Male	Research Scientist	Married	5467
56	No	Sales	Marketing	1935	Female	Sales Executive	Married	5380
39	No	Research & Development	Medical	1936	Male	Manufacturing Director	Married	5151
38	No	Research & Development	Medical	1937	Female	Research Scientist	Divorced	2133
58	No	Sales	Life Sciences	1938	Female	Manager	Married	17875
32	Yes	Research & Development	Life Sciences	1939	Female	Research Scientist	Single	2432
38	No	Research & Development	Life Sciences	1940	Male	Research Scientist	Divorced	4771
49	No	Research & Development	Life Sciences	1941	Male	Research Director	Married	19161
42	No	Sales	Marketing	1943	Male	Sales Executive	Divorced	5087
27	Yes	Human Resources	Human Resources	1944	Female	Human Resources	Married	2863
35	No	Sales	Medical	1945	Male	Sales Executive	Married	5561
28	No	Research & Development	Medical	1947	Male	Research Scientist	Single	2144
31	No	Research & Development	Medical	1948	Male	Research Scientist	Divorced	3065
36	No	Research & Development	Life Sciences	1949	Male	Laboratory Technician	Married	2810
34	No	Sales	Marketing	1950	Male	Sales Executive	Single	9888
34	No	Sales	Medical	1951	Male	Sales Executive	Divorced	8628
26	No	Research & Development	Medical	1952	Male	Laboratory Technician	Single	2867
29	No	Research & Development	Life Sciences	1954	Male	Healthcare Representative	Married	5373
32	No	Research & Development	Medical	1955	Female	Healthcare Representative	Divorced	6667
31	No	Research & Development	Life Sciences	1956	Male	Research Scientist	Married	5003
28	Yes	Research & Development	Technical Degree	1960	Male	Laboratory Technician	Divorced	2367
38	No	Sales	Life Sciences	1961	Male	Sales Representative	Single	2858
35	No	Sales	Life Sciences	1962	Female	Sales Executive	Married	5204
27	No	Sales	Marketing	1965	Male	Sales Executive	Single	4105
32	No	Research & Development	Life Sciences	1966	Male	Manufacturing Director	Single	9679
31	Yes	Sales	Marketing	1967	Male	Sales Executive	Married	5617
53	Yes	Sales	Life Sciences	1968	Male	Sales Executive	Single	10448
54	No	Research & Development	Life Sciences	1969	Female	Research Scientist	Married	2897
33	No	Research & Development	Life Sciences	1970	Male	Healthcare Representative	Divorced	5968
43	No	Research & Development	Life Sciences	1971	Male	Healthcare Representative	Married	7510
38	No	Human Resources	Other	1972	Male	Human Resources	Married	2991
55	No	Human Resources	Human Resources	1973	Male	Manager	Married	19636
31	No	Research & Development	Medical	1974	Female	Laboratory Technician	Divorced	1129
39	No	Sales	Marketing	1975	Male	Sales Executive	Single	13341
42	No	Research & Development	Life Sciences	1976	Male	Research Scientist	Single	4332
31	No	Research & Development	Medical	1979	Female	Research Director	Married	11031
54	No	Research & Development	Medical	1980	Female	Manufacturing Director	Single	4440
24	No	Research & Development	Life Sciences	1981	Male	Healthcare Representative	Single	4617
23	No	Research & Development	Other	1982	Male	Laboratory Technician	Single	2647
40	No	Research & Development	Technical Degree	1985	Female	Laboratory Technician	Married	6323
40	No	Sales	Marketing	1986	Female	Sales Executive	Married	5677
25	No	Human Resources	Human Resources	1987	Female	Human Resources	Married	2187
30	No	Research & Development	Medical	1989	Male	Laboratory Technician	Married	3748
25	No	Research & Development	Other	1992	Male	Laboratory Technician	Divorced	3977
47	No	Research & Development	Medical	1993	Male	Healthcare Representative	Single	8633
33	No	Research & Development	Medical	1994	Male	Laboratory Technician	Divorced	2008
38	No	Sales	Life Sciences	1995	Male		Married	4440
31	No	Sales	Life Sciences	1996	Male	Sales Representative	Married	3067
38	No	Research & Development	Life Sciences	1997	Male	Manufacturing Director	Married	5321
42	No	Research & Development		1998	Male	Research Scientist	Divorced	5410
41	No	Research & Development	Life Sciences	1999	Male	Research Scientist	Married	2782
47	No	Research & Development	Medical	2000	Female	Research Director	Married	11957
35	No	Research & Development	Medical	2003	Male	Laboratory Technician	Married	2660
22	No	Research & Development	Life Sciences	2007	Male	Research Scientist	Single	3375
35	No	Research & Development	Medical	2008	Male	Research Scientist	Single	5098
33	No	Research & Development	Medical	2009	Female	Healthcare Representative	Married	4878
32	No	Research & Development	Life Sciences	2010	Female	Laboratory Technician	Single	2837
40	No	Research & Development	Life Sciences	2012	Male	Laboratory Technician	Married	2406
32	No	Sales	Medical	2013	Male	Sales Representative	Married	2269
39	No	Research & Development	Life Sciences	2014	Male	Research Scientist	Single	4108
38	No	Research & Development	Medical	2015	Female	Research Director	Married	13206
32	No	Sales	Marketing	2016	Female	Sales Executive	Married	10422
37	No	Research & Development	Life Sciences	2017	Female	Research Director	Married	13744
25	No	Sales	Other	2018	Female	Sales Executive	Divorced	4907
52	No	Sales	Life Sciences	2019	Male	Sales Representative	Divorced	3482
44	No	Research & Development	Medical	2020	Male	Research Scientist	Single	2436
21	No	Sales	Medical	2021	Male	Sales Representative	Single	2380
39	No	Research & Development	Life Sciences	2022	Male	Manager	Single	19431
23	Yes	Sales	Marketing	2023	Male	Sales Representative	Married	1790
36	No	Sales	Medical	2024	Female	Sales Executive	Married	7644
36	No	Research & Development	Life Sciences	2025	Female	Manufacturing Director	Divorced	5131
56	No	Research & Development	Life Sciences	2026	Male	Healthcare Representative	Divorced	6306
29	Yes	Research & Development	Medical	2027	Male	Research Scientist	Married	4787
42	No	Research & Development	Life Sciences	2031	Male	Manager	Married	18880
56	Yes	Research & Development	Technical Degree	2032	Male	Laboratory Technician	Married	2339
41	No	Research & Development	Life Sciences	2034	Female	Manufacturing Director	Married	13570
34	No	Sales	Marketing	2035	Female	Sales Executive	Married	6712
36	No	Sales	Marketing	2036	Male		Divorced	5406
41	No	Sales	Life Sciences	2037	Male	Sales Executive	Divorced	8938
32	No	Research & Development	Technical Degree	2038	Male	Research Scientist	Single	2439
35	No	Human Resources	Life Sciences	2040	Female	Human Resources	Single	8837
38	No	Sales	Life Sciences	2041	Female	Sales Executive	Married	5343
50	Yes	Sales	Life Sciences	2044	Male	Sales Executive	Divorced	6728
36	No	Sales	Marketing	2045	Female	Sales Executive	Married	-6652
45	No	Sales	Life Sciences	2046	Female	Sales Executive	Single	4850
40	No	Research & Development	Life Sciences	2048	Male	Research Scientist	Single	2809
35	No		Life Sciences	2049	Male	Healthcare Representative	Married	5689
40	No	Research & Development		2051	Female	Research Scientist	Married	2001
-35	No	Research & Development	Life Sciences	2052	Female	Research Scientist	Married	2977
29	No	Research & Development	Other	2053	Male	Laboratory Technician	Married	-4025
29	No	Research & Development	Medical	2054	Female	Research Scientist		3785
50	Yes	Sales	Marketing	2055		Sales Executive	Divorced	10854
39	No	Sales	Marketing	2056	Female	Sales Executive	Married	12031
31	No	Research & Development	Medical	2057	Male	Manufacturing Director	Single	9936
26	No	Sales	Other	2060	Female	Sales Representative	Single	2966
36	No	Research & Development	Medical	2061	Male	Laboratory Technician	Married	-2571
39	No	Research & Development	Medical	2062	Male	Healthcare Representative	Married	9991
27	No	Research & Development	Life Sciences	2064	Male	Manufacturing Director	Married	6142
49	No	Sales	Medical	2065	Male	Sales Executive	Married	5390
34	No	Research & Development	Medical	2048	Male	Laboratory Technician	Married	4404
